id	title	publisher	perspective	domains	kind	languages	format	url	bytes	license	license_url	access	update	checksum_url	homepage	verified	recommend	notes
ncbi-taxonomy	NCBI Taxonomy database dump (taxdump)	National Center for Biotechnology Information (NCBI), US National Library of Medicine	NCBI/NLM (US federal government; organisms with sequence data in the INSDC databases)	acat/life	taxonomy	2	other	https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz	79615599	No restrictions: 'NCBI itself places no restrictions on the use or distribution of the data' (US government)	https://www.ncbi.nlm.nih.gov/home/about/policies/	open	daily or more often (observed: rebuilt twice on 2026-09-25, last at 20:30 GMT)	https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz.md5	https://www.ncbi.nlm.nih.gov/taxonomy	HEAD 200 2026-09-25	yes	Size changes with every rebuild (79,614,555 B at 19:30 GMT, 79,615,599 B at 20:30 GMT on 2026-09-25): verify against the .md5 file fetched at the same time. Members: nodes.dmp, names.dmp, division.dmp, gencode.dmp, merged.dmp, delnodes.dmp, citations.dmp, images.dmp, readme.txt. Rows end with tab-pipe-newline and fields are separated by tab-pipe-tab, so it is not plain TSV. nodes: tax_id, parent tax_id, rank, embl code, division id, inherited flags, genetic code ids, GenBank hidden flag, hidden subtree flag, comments. names: tax_id, name_txt, unique name, name class (scientific name, synonym, common name, genbank common name, authority...). merged.dmp and delnodes.dmp keep id history for stable crosswalks. languages=2: scientific names plus (mostly English) common names. new_taxdump/new_taxdump.tar.gz (162,022,066 B) adds rankedlineage, fullnamelineage, taxidlineage, typematerial and more. The OBO derivative ncbitaxon (CC0) is on the OBO Foundry.
catalogue-of-life-coldp	Catalogue of Life (COL) Base Release, ColDP	Catalogue of Life (COL), distributed via ChecklistBank	COL partnership (international network of taxonomic expert databases; COL Foundation, Amsterdam; GBIF-hosted infrastructure)	acat/life	taxonomy	106	tsv	https://download.catalogueoflife.org/col/latest_coldp.zip	1020360106	CC BY 4.0	https://www.catalogueoflife.org/data/download	open	monthly releases, annual checklists since 2000; current Base Release 2026-09-11 (COL26.9)		https://www.catalogueoflife.org/	HEAD 200 2026-09-25	no	Open and unique but over the 500 MB bar (1.02 GB zipped; NameUsage.tsv alone 1.9 GB): 5,432,444 names, 2,269,433 species, 160 sources (ChecklistBank dataset 316321, DOI 10.48580/dgz5n, metadata.yaml license 'cc by'). Zip members: NameUsage.tsv (col:ID, col:parentID, col:basionymID, col:status, col:scientificName, col:authorship, col:rank, ..., col:extinct, plus denormalised kingdom..genus columns), VernacularName.tsv (col:taxonID, col:name, col:transliteration, col:language ISO 639-3, col:country...; 105 languages counted), Distribution.tsv, NameRelation.tsv, TypeMaterial.tsv, SpeciesEstimate.tsv, Reference.tsv, reference.json/.jsonl/.bib, metadata.yaml, source/<id>.yaml per source dataset. languages=106: 105 vernacular languages plus scientific names. Extended Release xr_latest_coldp.zip (1,255,670,027 B; 8.1M names) is now GBIF's default taxonomy; latest_txtree.zip (52,764,602 B) is an indented name tree without identifiers. www.catalogueoflife.org HTML pages answer 403 to non-browser user agents; the download host does not.
gbif-backbone-taxonomy	GBIF Backbone Taxonomy (legacy, frozen 2023-08-28)	GBIF Secretariat	GBIF (intergovernmental biodiversity data network, Copenhagen)	acat/life	taxonomy	156	tsv	https://hosted-datasets.gbif.org/datasets/backbone/current/backbone.zip	971465842	CC BY 4.0	https://api.gbif.org/v1/dataset/d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	open	frozen: last build 2023-08-28; GBIF data blog (2026-06-23): 'will not be updated again', GBIF.org now defaults to COL XR		https://www.gbif.org/dataset/d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	HEAD 200 2026-09-25	no	Superseded: use the Catalogue of Life (Extended Release) for new work; keep only to resolve legacy GBIF taxonKeys, which GBIF still supports in its API. Darwin Core Archive with 13,320 members: Taxon.tsv (2.25 GB uncompressed), VernacularName.tsv (taxonID, vernacularName, language ISO 639-1, country, countryCode, sex, lifeStage, source; 155 languages counted), Distribution.tsv, Description.tsv, Multimedia.tsv, Reference.tsv, TypesAndSpecimen.tsv, eml.xml, dataset/<uuid>.xml per constituent. Built on COL July 2023. Also simple.txt.gz (488,591,022 B) in the same folder. languages=156: 155 vernacular languages plus scientific names.
icd-11-mms	ICD-11 for Mortality and Morbidity Statistics (MMS), simple tabulation 2026-01	World Health Organization (WHO)	WHO (UN specialized agency, Geneva; the international standard for health statistics reporting)	acat/health	classification	15	tsv	https://icdcdn.who.int/static/releasefiles/2026-01/SimpleTabulation-ICD-11-MMS-en.zip	4214980	CC BY-ND 3.0 IGO under the WHO ICD-11 terms of use (crosswalks and translations need a separate WHO agreement)	https://icd.who.int/en/docs/icd11-license.pdf	open	annual release; current 2026-01 (published 2026-02-16; file dated 2026-01-27)		https://icd.who.int/browse/2026-01/mms/en	HEAD 200 2026-09-25	no	Licence blocks an open derived catalogue: no adaptations; incorporation in software is allowed only if WHO code, title and URI are kept; 'mapping or producing crosswalks between other classifications and terminologies and Classifications and producing translations are not covered' and need a separate written WHO agreement (terms 1.2.4) - which is exactly what acatalogue does. Zip: SimpleTabulation-ICD-11-MMS-en.txt (tab-delimited, 11.7 MB, header row: Foundation URI, Linearization URI, Code, BlockId, Title (prefixed by '- ' per depth, strip it), ClassKind chapter/block/category, DepthInKind, IsResidual, ChapterNo, BrowserLink (spreadsheet formula), isLeaf, Primary tabulation, Grouping1-5, CodingNote, Parent (foundation URI)), .xlsx copy, readme.txt. One zip per language: the browser lists ar cs de en es fr kk la pt ru sk sv tr uz zh and all 15 files answered 200. mapping.zip (6,809,366 B) holds ICD-10 to ICD-11 tables. The ICD API needs registration (client credentials).
snomed-ct	SNOMED CT International Edition	SNOMED International	SNOMED International (member-funded not-for-profit standards body, London; national release centres)	acat/health	ontology	2	tsv	https://mlds.ihtsdotools.org/		SNOMED CT Affiliate Licence (proprietary; no charge in member countries, charges may apply in non-member territories)	https://www.snomed.org/get-snomed	restricted	periodic International Edition releases via MLDS (cadence not checked)		https://www.snomed.org/	HEAD 200 2026-09-25 (MLDS portal page; files behind login)	no	Restricted: use requires an Affiliate Licence registered with the member country's National Release Centre or with MLDS (Member Licensing and Distribution Service); non-member territories may pay fees set by World Bank income band. Content cannot be redistributed in an open catalogue. The URL is the MLDS portal (files behind login). Distributed as RF2: tab-delimited Snapshot/Full files (sct2_Concept, sct2_Description, sct2_Relationship, language and other refsets). languages=2: International Edition English plus SNOMED International's Spanish Edition; national extensions add others (not verified). The Global Patient Set (snomed.org/gps) is usable without a SNOMED licence but is CC BY-ND 4.0 behind a request form. Practical route: keep SNOMED ids that open ontologies already carry as xrefs (SCTID, SNOMEDCT_US_*).
umls-metathesaurus	UMLS Metathesaurus 2026AA (MRCONSO subset)	US National Library of Medicine (NLM)	NLM (US federal government; integrates about 195 biomedical source vocabularies)	acat/health	thesaurus	31	other	https://download.nlm.nih.gov/umls/kss/2026AA/umls-2026AA-mrconso.zip		UMLS Metathesaurus License Agreement (free; per-source restriction levels 0-4 and 9)	https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/release/license_agreement.html	registration	twice yearly (AA/AB); 2026AA released 2026-05-04		https://www.nlm.nih.gov/research/umls/	HEAD 302 to UTS login 2026-09-25 (login required)	no	Needs a UTS account and licence acceptance: the download redirects to uts.nlm.nih.gov login (NLM documents API-key downloads). Restriction levels: 0 no extra restriction; 1 no translation or derivative works of that source; 2 also no operational data-creating use; 3 internal research use only, never in publicly accessible systems; 4 US-only use; 9 (19.56% of names; SNOMED CT). At most level-0 content could enter a public catalogue, source by source. Sizes per NLM page (no Content-Length before login): MRCONSO 492.0 MB zipped / 2.2 GB, Level 0 subset 1.9 GB, full subset 5.4 GB; MD5 values are printed on the page (MRCONSO 974beae09581ca990c764a511cce6563), no checksum file. MRCONSO.RRF is pipe-delimited: CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|. 2026AA: 3,530,466 concepts, 18,064,970 names, 31 languages. MeSH (a level-0 UMLS source) is covered by the library-thesauri cluster.
qudt-units	QUDT units, quantity kinds, dimensions and constants (single-file collection 3.5.2)	QUDT.org	QUDT.org (non-profit governed by a board from several organisations; engineering and data-exchange practice)	acat/matter;acat/technology	ontology	24	rdf-ttl	https://qudt.org/download/3.5.2/qudt-all.ttl	6867319	CC BY 4.0 (UCUM codes inside remain under the Regenstrief/UCUM licence)	https://qudt.org/	open	frequent versioned releases; 3.5.2 of 2026-09-22		https://qudt.org/	HEAD 200 2026-09-25	yes	'OWL schemas and vocabularies QUDT Collection - Version 3.5.2' (QUDT catalog). Per-graph Turtle: http://qudt.org/3.5.2/vocab/unit (4,094,284 B; 2,244 qudt:Unit) and http://qudt.org/3.5.2/vocab/quantitykind (1,859,462 B); unversioned http://qudt.org/vocab/unit always serves the latest. Not SKOS: units are qudt:Unit with rdfs:label in 24 languages (en de fr it es tr sl ro pl ms cs pt la ru el bg hu fa zh ar ja hi he nl), qudt:symbol, qudt:ucumCode, qudt:hasQuantityKind, qudt:conversionMultiplier(SN), qudt:hasDimensionVector, dcterms:description (LaTeX), crosswalks qudt:wikidataMatch, qudt:dbpediaMatch, qudt:iec61360Code, qudt:uneceCommonCode, qudt:omUnit, qudt:siExactMatch; deprecation via qudt:deprecated and dcterms:isReplacedBy. dcterms:rights states the UCUM notice (unitsofmeasure.org). Lean OBO alternative: UO, http://purl.obolibrary.org/obo/uo.obo (124,858 B, CC BY 3.0).
unified-astronomy-thesaurus	Unified Astronomy Thesaurus (UAT) 6.0.0	American Astronomical Society (UAT Steering Committee)	AAS with IAU, IOP and AIP partners (learned societies and publishers; astronomy literature indexing)	acat/matter	thesaurus	1	skos-rdfxml	https://raw.githubusercontent.com/astrothesaurus/UAT/master/UAT.rdf	3216148	CC BY-SA 3.0 Unported	https://astrothesaurus.org/about/	open	versioned releases; 6.0.0 of 2025-12-16 (6.1.0 announced for spring 2026, not yet published)		https://astrothesaurus.org/	HEAD 200 2026-09-25	yes	The repository listing (github.com/astrothesaurus/UAT) shows UAT.rdf, UAT.json, UAT.csv (337,607 B), UAT_list.json, UAT_simple.json; the v6.0.0 release has no data assets, so files come from the master branch - pin a commit for provenance. SKOS RDF/XML exported from PoolParty: statements about one concept are split over several rdf:Description blocks, so parse as RDF and merge by URI (http://astrothesaurus.org/uat/<n>). 2,312 concepts, 11 top concepts, polyhierarchy up to 11 levels, 696 related links (6.0.0 notes). Properties: skos:prefLabel/altLabel (@en, a few @en-GB), broader/narrower/related, skos:definition, scopeNote, example, changeNote, editorialNote, owl:deprecated. ShareAlike: tables derived from it must stay CC BY-SA.
gcmd-science-keywords	NASA GCMD Science Keywords (KMS, SKOS) version 24.8	NASA Earth Science Data and Information System (ESDIS), Global Change Master Directory	NASA ESDIS (US federal space agency; Earth-observation data discovery)	acat/earth	thesaurus	1	skos-rdfxml	https://gcmd.earthdata.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=rdf	3602834	CC0 1.0 (unless content is marked with a use restriction or licence)	https://www.earthdata.nasa.gov/data/tools/gcmd-keyword-viewer	open	versioned keyword releases; 24.8, revision 2026-09-16		https://www.earthdata.nasa.gov/data/tools/gcmd-keyword-viewer	HEAD 404 (HEAD unsupported), GET 200 2026-09-25	yes	Redirects to cmr.earthdata.nasa.gov/kms; the KMS answers HEAD with 404 but GET with 200. Paginated: 3,780 concepts, page_size at most 2000, so fetch &page_num=1 and &page_num=2 (bytes = page 1). SKOS: skos:prefLabel (@en, upper case), broader/narrower, skos:definition for most concepts, gcmd:reference, changeNote history, dcterms:created/modified; concept ids are UUIDs relative to https://gcmd.earthdata.nasa.gov/kms/concept/. Single-file alternative ?format=csv (504,840 B; columns Category, Topic, Term, Variable_Level_1-3, Detailed_Variable, UUID; first line is version metadata; no definitions). Other schemes on the same API (platforms, instruments, locations, providers, projects, chronounits...) are listed at /kms/concept_schemes. Cite as 'GCMD Keywords, Version 24.8'.
sweet-ontology	SWEET - Semantic Web for Earth and Environmental Terminology 3.6.0	ESIP Federation (Earth Science Information Partners)	ESIP (US-based federation of Earth-science data organisations; originally NASA JPL)	acat/earth	ontology	1	owl	http://sweetontology.net/sweetAll		CC0 1.0	https://raw.githubusercontent.com/ESIPFed/sweet/master/LICENSE	open	irregular; version 3.6.0 (owl:versionInfo)		https://github.com/ESIPFed/sweet	HEAD 200 2026-09-25 (chunked, no Content-Length)	no	sweetAll is only a Turtle manifest (8,417 B measured; chunked, no Content-Length) whose owl:imports list 224 module ontologies (e.g. http://sweetontology.net/phenAtmo, realmHydro, matrElement), each served separately as Turtle (sources in src/*.ttl on GitHub): merge with ROBOT or fetch every import. About 6,000 OWL classes (README) with rdfs:label @en and rdfs:subClassOf hierarchy plus OWL restrictions. Open licence, but the modular OWL format is the obstacle and coverage overlaps ENVO and GCMD.
ipcc-ar6-reference-regions	IPCC AR6 WGI reference regions v4 (GeoJSON)	IPCC Working Group I Atlas (with Santander Meteorology Group)	IPCC WGI (intergovernmental body under UNEP/WMO; climate assessment regions)	acat/earth	gazetteer	1	json	https://raw.githubusercontent.com/IPCC-WG1/Atlas/main/reference-regions/IPCC-WGI-reference-regions-v4.geojson	695765	CC BY 4.0	https://zenodo.org/records/5171760	open	static since AR6 (repository archive v2.0-final, 2021-08-09)		https://github.com/IPCC-WG1/Atlas	HEAD 200 2026-09-25	yes	58 features (43 Land, 12 Ocean, 3 Land-Ocean; the README prose says 46 land and 14 ocean - trust the file) with properties Continent, Type, Name, Acronym and polygon geometry. Same regions as vertex CSV: IPCC-WGI-reference-regions-v4_coordinates.csv (6,429 B; Continent/Ocean, Surface, Reference region name, Acronym, Vertex1..n as lon|lat). The folder also holds WGII continental regions, monsoons, river basins, small islands and ocean biomes (GeoJSON plus shapefile zips). Licence from the Zenodo archive of the repository (record 5171760); the GitHub repo shows no LICENSE file. Iturbide et al. 2020, doi:10.5194/essd-12-2959-2020. Climate regions for the space facet.
oeis-names	OEIS sequence names (names.gz)	The OEIS Foundation Inc.	OEIS Foundation (US non-profit; volunteer-edited mathematical reference)	acat/thought	authority-file	1	other	https://oeis.org/names.gz	7765495	CC BY-SA 4.0	https://oeis.org/LICENSE	open	daily		https://oeis.org/	HEAD 200 2026-09-25	yes	Gzipped text: 4 comment lines starting with #, then one line per sequence 'A000001 Number of groups of order n.' (A-number, space, name). Companion stripped.gz (33,673,508 B, daily) holds the leading terms as ',0,1,1,1,2,...'; the full internal format is in github.com/oeis/oeisdata. EULA: credit 'The Online Encyclopedia of Integer Sequences' with a URL; non-share-alike use needs an arrangement with the OEIS Foundation. A-numbers are the de facto identifiers of integer sequences (Wikidata OEIS ID).
pubchem-periodic-table	PubChem Periodic Table (element properties, CSV)	PubChem, National Center for Biotechnology Information (NLM/NIH)	NCBI/NLM (US federal government; compiled from IUPAC, NIST, IAEA and US DOE laboratory sources)	acat/matter	knowledge-graph	1	csv	https://pubchem.ncbi.nlm.nih.gov/rest/pug/periodictable/CSV		US government work (NLM): not subject to copyright in the US, acknowledge NLM; some underlying sources carry their own terms	https://www.nlm.nih.gov/web_policies.html#copyright	open	not stated (PubChem REST service)		https://pubchem.ncbi.nlm.nih.gov/periodic-table/	HEAD 200 2026-09-25 (chunked, no Content-Length)	yes	15,017 B measured (chunked, no Content-Length). 118 rows; columns AtomicNumber, Symbol, Name, AtomicMass, CPKHexColor, ElectronConfiguration, Electronegativity, AtomicRadius, IonizationEnergy, ElectronAffinity, OxidationStates, StandardState, MeltingPoint, BoilingPoint, Density, GroupBlock, YearDiscovered; JSON at .../periodictable/JSON. Per-element provenance via PUG-View (/rest/pug_view/data/element/<n>/JSON) names IAEA AMDC, IUPAC CIAAW, Jefferson Lab, LANL, NIST PML, the IUPAC Periodic Table of the Elements and Isotopes (IUPAC contribution CC BY-NC-ND 4.0) and 'PubChem Elements' (NLM copyright page); check a value's source before republishing IUPAC-attributed data. PUG-View throttles (503 PUGVIEW.ServerBusy) - back off. IUPAC itself publishes no open bulk element table.
