id	title	publisher	perspective	domains	kind	languages	format	url	bytes	license	license_url	access	update	checksum_url	homepage	verified	recommend	notes
naturalearth-admin0-countries	Natural Earth 1:10m Admin 0 - Countries (v5.1.1)	Natural Earth	Natural Earth (volunteer cartographers supported by NACIS, USA; default is the de facto 'who controls the ground' view, with 31 national points of view as extra columns/files)	acat/earth;acat/society	gazetteer	25	other	https://naciscdn.org/naturalearth/10m/cultural/ne_10m_admin_0_countries.zip	4930492	Public domain ('All versions of Natural Earth raster + vector map data found on this website are in the public domain')	https://www.naturalearthdata.com/about/terms-of-use/	open	irregular versioned releases (5.1.x files dated May 2022; 5.2.0 in development on GitHub)		https://www.naturalearthdata.com/	HEAD 200 2026-09-25 (the naturalearthdata.com /http//.../download/ link answered 500 today; naciscdn.org is the CDN the publisher's downloads page links to)	yes	zip: ESRI shapefile (.shp .shx .dbf .prj; .cpg = UTF-8) + README.html + VERSION.txt (5.1.1). 258 features x 168 attributes (DBF strings are NUL-padded); the DBF alone gives the lean layout. Key columns: ADMIN, NAME, NAME_LONG, FORMAL_EN, SOVEREIGNT, TYPE, ISO_A2/ISO_A3/ISO_N3 and their _EH variants, UN_A3 (M49 numeric -> space/m49-NNN), WB_A2/WB_A3, ADM0_A3, WOE_ID, NE_ID, WIKIDATAID (all 258 set), CONTINENT, REGION_UN, SUBREGION, POP_EST/POP_YEAR, LABEL_X/LABEL_Y (label point). Nulls are -99 or -099: France has ISO_A2 -99 but ISO_A2_EH FR; Norway has UN_A3 -99; Taiwan has ISO_A2 CN-TW - prefer _EH columns and WIKIDATAID for joins. NAME_xx in 26 fields = 25 languages: ar bn de el en es fa fr he hi hu id it ja ko nl pl pt ru sv tr uk ur vi zh plus zht (Traditional Chinese). point-of-view columns FCLASS_xx for 31 states (US FR RU ES CN TW IN NP PK DE GB BR IL PS SA EG MA PT AR JP KO VN TR ID PL GR IT NL SE BD UA) plus FCLASS_ISO and FCLASS_TLC with values such as 'Admin-0 country', 'Unrecognized', 'Admin-1 states provinces' (e.g. Kosovo and Northern Cyprus are 'Admin-0 country' in FCLASS_TR but 'Unrecognized' in FCLASS_ISO); ADM0_A3_xx give each state's code, and separate POV files exist (e.g. ne_10m_admin_0_countries_tur.zip, 4,920,751 bytes) - store each view of disputed areas as an attributed claim. Whole-dataset natural_earth_vector.sqlite.zip is 434,210,731 bytes.
naturalearth-admin1-states-provinces	Natural Earth 1:10m Admin 1 - States, Provinces (v5.1.1)	Natural Earth	Natural Earth (volunteer cartographers supported by NACIS, USA; default is the de facto 'who controls the ground' view, with 31 national points of view as extra columns/files)	acat/earth;acat/society	gazetteer	25	other	https://naciscdn.org/naturalearth/10m/cultural/ne_10m_admin_1_states_provinces.zip	14909524	Public domain ('All versions of Natural Earth raster + vector map data found on this website are in the public domain')	https://www.naturalearthdata.com/about/terms-of-use/	open	irregular versioned releases (5.1.x files dated May 2022; 5.2.0 in development on GitHub)		https://www.naturalearthdata.com/	HEAD 200 2026-09-25 (the naturalearthdata.com /http//.../download/ link answered 500 today; naciscdn.org is the CDN the publisher's downloads page links to)	yes	zip: shapefile + README + VERSION (5.1.1); 4,596 features x 121 attributes (DBF 15.2 MB). Key columns: adm1_code, iso_3166_2, name, name_alt, name_local, type, type_en, code_hasc, fips, gn_id (GeoNames id), gns_id, woe_id, wikidataid, adm0_a3, iso_a2, admin, latitude, longitude, region, gadm_level. NAME_xx in 26 fields = 25 languages: ar bn de el en es fa fr he hi hu id it ja ko nl pl pt ru sv tr uk ur vi zh plus zht (Traditional Chinese). point-of-view columns FCLASS_xx for 31 states (US FR RU ES CN TW IN NP PK DE GB BR IL PS SA EG MA PT AR JP KO VN TR ID PL GR IT NL SE BD UA) plus FCLASS_ISO and FCLASS_TLC. The iso_3166_2 values are Natural Earth's own assignment (some countries are mapped at a different level than ISO's) - verify against debian-iso-codes before treating them as ISO.
naturalearth-populated-places	Natural Earth 1:10m Populated Places (v5.1.2)	Natural Earth	Natural Earth (volunteer cartographers supported by NACIS, USA; default is the de facto 'who controls the ground' view, with 31 national points of view as extra columns/files)	acat/earth;acat/society	gazetteer	25	other	https://naciscdn.org/naturalearth/10m/cultural/ne_10m_populated_places.zip	2811199	Public domain ('All versions of Natural Earth raster + vector map data found on this website are in the public domain')	https://www.naturalearthdata.com/about/terms-of-use/	open	irregular versioned releases (5.1.x files dated May 2022; 5.2.0 in development on GitHub)		https://www.naturalearthdata.com/	HEAD 200 2026-09-25 (the naturalearthdata.com /http//.../download/ link answered 500 today; naciscdn.org is the CDN the publisher's downloads page links to)	yes	zip: point shapefile + README + VERSION (5.1.2); 7,342 places x 137 attributes. Key columns: NAME, NAMEASCII, NAMEALT, NAMEPAR, FEATURECLA (e.g. Admin-0 capital), ADM0NAME, ADM0_A3, ISO_A2, ADM1NAME, LATITUDE, LONGITUDE, POP_MAX, POP_MIN, POP1950 ... POP2050 (time series for larger cities), TIMEZONE, WIKIDATAID, GEONAMESID, WOF_ID, NE_ID. NAME_xx in 26 fields = 25 languages: ar bn de el en es fa fr he hi hu id it ja ko nl pl pt ru sv tr uk ur vi zh plus zht (Traditional Chinese). point-of-view columns FCLASS_xx for 31 states (US FR RU ES CN TW IN NP PK DE GB BR IL PS SA EG MA PT AR JP KO VN TR ID PL GR IT NL SE BD UA) plus FCLASS_ISO and FCLASS_TLC. Small public-domain file that already bridges Wikidata, GeoNames and Who's On First ids - a good seed for a city layer.
pleiades-gis-csv	Pleiades gazetteer of ancient places - Data for GIS (CSV package)	Pleiades (Institute for the Study of the Ancient World, NYU; Ancient World Mapping Center)	Pleiades (ISAW NYU and Ancient World Mapping Center, USA; classical Greek and Roman world first, Barrington Atlas lineage, growing to the Near East, Egypt and beyond)	acat/past;acat/earth	gazetteer	106	csv	https://atlantides.org/downloads/pleiades/gis/pleiades_gis_data.zip	35586356	Creative Commons Attribution 3.0 License (cc-by)	https://pleiades.stoa.org/downloads	open	several times a week (package dated 2026-09-23); quarterly numbered releases on Zenodo, latest 4.1 of 2025-05-28		https://pleiades.stoa.org/	HEAD 200 2026-09-25	yes	zip/data/gis/*.csv, UTF-8, comma, double-quoted (fields contain HTML; Excel misparses): places.csv (42,361 rows: id, uri, title, description, details, provenance, created, representative_latitude, representative_longitude, bounding_box_wkt, location_precision), names.csv (44,070: place_id, name_type, language_tag, attested_form, romanized_form_1..3, association_certainty, transcription_accuracy, transcription_completeness, year_after_which, year_before_which), location_points/linestrings/polygons.csv, connections.csv (typed place-to-place relations, see connection_types.csv), places_place_types.csv + place_types.csv, places_accuracy.csv (83 MB, optional), time_periods.csv (key, term, lower_bound/upper_bound as 'N BC/AD' text, same_as = PeriodO ark), languages_and_scripts.csv (129 tags = 106 base languages; includes custom tags such as etruscan-in-latin-characters). 22,421 names carry no language tag. Place ids are stable integers (https://pleiades.stoa.org/places/<id>); links to GeoNames, Wikidata and TGN are only in the JSON dump. Convert BC bounds to astronomical years (1 BC = 0).
pleiades-places-json	Pleiades gazetteer of ancient places - full JSON dump (daily)	Pleiades (Institute for the Study of the Ancient World, NYU; Ancient World Mapping Center)	Pleiades (ISAW NYU and Ancient World Mapping Center, USA; classical Greek and Roman world first, Barrington Atlas lineage)	acat/past;acat/earth	gazetteer	106	json	https://atlantides.org/downloads/pleiades/json/pleiades-places-latest.json.gz	135954522	Creative Commons Attribution 3.0 License (cc-by)	https://pleiades.stoa.org/downloads	open	daily ('Each morning'; dated copies kept one week; file dated 2026-09-25)		https://pleiades.stoa.org/	HEAD 200 2026-09-25	yes	gzip of one JSON-LD document {'@context', '@graph': [place, ...]} - the only comprehensive dump (stream it, e.g. ijson). Per place: id, uri, title, description, placeTypes, names[] (language, romanized, attested, nameType, attestations[] with timePeriod URI and confidence), locations[] (geometry, accuracy, attestations), connections[], features[] (GeoJSON), reprPoint, bbox, references[] whose citationType 'citesAsRelated' carries GeoNames, Wikidata and Getty TGN URIs (crosswalk source), created, review_state, history. Withdrawn places go to pleiades-errata-latest.json.gz. Legacy CSV dumps (dumps/pleiades-{places,names,locations}-latest.csv.gz) are deprecated by the publisher; RDF (Turtle tar.gz, 19,409,445 bytes) is refreshed weekly.
whg-datasets	World Historical Gazetteer published datasets (per-dataset LP-TSV / LPF export)	World Historical Gazetteer (World History Center, University of Pittsburgh)	World Historical Gazetteer (University of Pittsburgh, USA; aggregates scholars' historical gazetteers - Ottoman, Song dynasty, colonial Spanish America, English parishes and more - each under its own terms)	acat/past;acat/earth;acat/society	gazetteer	1	tsv	https://whgazetteer.org/entity/dataset:1575/api?filetype=tsv		Per-dataset licence chosen by each contributor (e.g. CC BY 4.0, CC BY-NC 4.0; 22 licences recognised); the aggregated WHG database is itself CC BY-NC 4.0, asserted in addition to each source's terms	https://whgazetteer.org/licenses/	registration	continuous (contributed datasets; site v3.2)		https://whgazetteer.org/	401 2026-09-25 (download needs a logged-in account; dataset page 200)	no	No single bulk file: each published dataset page (gallery at /datasets/gallery/datasets/, e.g. /datasets/1575/places) offers 'Download options', 'available only to logged-in registered users' (registration free); the URL here is the TSV export of dataset 1575 as a pattern (/entity/dataset:<id>/api?filetype=tsv; LPF JSON is the other format). GET /api/sources/ (public) lists indexed namespaces with licences and flags - downloadable=true for pl, po, clio, dp, tm, ofs, og, hgis, dgsd, alc, iv, un, ukhc, vob_*; GeoNames, Wikidata, TGN, OSM, OHM and GB1900 are not served in bulk (get them from the origin); chgis, kain_par and nl (Native Land) are licence-restricted (HTTP 451). API tokens come from the user profile. The site rejects curl's default User-Agent ('Bot access denied'). languages=1 is a floor: LPF names carry per-name language tags that vary by dataset.
osmnames-planet	OSMNames planet place-name list derived from OpenStreetMap (v2.0.4)	OSMNames (Klokan Technologies / MapTiler and HSR Geometa Lab)	OSMNames (Swiss geodata company and university lab; derived from OpenStreetMap contributors' mapping, whose density is skewed toward Europe and North America)	acat/earth;acat/society	gazetteer	1	tsv	https://github.com/OSMNames/OSMNames/releases/download/v2.0.4/planet-latest_geonames.tsv.gz	1437702497	Open Database License (ODbL), the same license as the original OpenStreetMap data	https://osmnames.org/download/	open	static snapshot (release v2.0.4; asset Last-Modified 2021-12-08; no newer planet file is offered)		https://osmnames.org/	HEAD 200 2026-09-25	no	gzip TSV with header, 'over 21 million place names'; columns include name, alternative_names (comma list, untagged), osm_type, osm_id, class, type, lon, lat, place_rank, importance, street, city, county, state, country, country_code (16th column - the publisher's own awk filter uses $16), display_name, west/south/east/north bbox, wikidata, wikipedia, housenumbers. Not lean (1.44 GB) and years out of date; ODbL share-alike obligations attach to a derived database. Prefer GeoNames/WOF unless OSM ids are needed; OSM-derived place ids also reach WHG and WOF concordances.
getty-tgn-explicit	Getty Thesaurus of Geographic Names (TGN) - explicit N-Triples export	J. Paul Getty Trust, Getty Research Institute (Getty Vocabulary Program)	Getty Research Institute (USA; art- and architecture-cataloguing view of historical places; English record-preferred names; compiled from ~350 contributors)	acat/earth;acat/past;acat/society	thesaurus	220	rdf-nt	http://tgndownloads.getty.edu/VocabData/explicit.zip	1154597178	Open Data Commons Attribution License (ODC-By) 1.0	https://www.getty.edu/research-conservation/tools-databases/vocabularies/data-services/	open	stated 'refreshed monthly'; explicit.zip Last-Modified 2026-01-04, full.zip 2025-01-19 - check dates before relying on freshness		https://www.getty.edu/research/tools/vocabularies/tgn/index.html	HEAD 200 2026-09-25 (http; https on tgndownloads.getty.edu failed TLS)	no	Zipped N-Triples of explicit statements (GVP ontology over SKOS/SKOS-XL; place URIs http://vocab.getty.edu/tgn/<id>, terms as skosxl:Label with dct:language, gvp:broaderPreferred hierarchy, wgs84 lat/long, place types from AAT, historic flags and dates on terms). full.zip (1,980,673,268 bytes) adds inferred triples. Publisher counts: 3,020,110 place records, 5,327,275 names. languages=220 is an ESTIMATE from Getty's LOD documentation ('all languages used in AAT (about 105) and TGN (about 115 more)'); most TGN names carry no language designator. Far over 500 MB; the SPARQL endpoint answered 'Service temporarily degraded' today, so subsetting by query was not possible. XML/relational exports are discontinued.
sil-iso639-3-code-tables	ISO 639-3 code tables, complete set (UTF-8), 2026-07-15 edition	SIL Global (ISO 639-3 Registration Authority)	SIL Global, the ISO 639-3 Registration Authority (USA; faith-based language-development organisation; English reference names chosen by the RA)	acat/language	language-catalogue	1	tsv	https://iso639-3.sil.org/sites/iso639-3/files/downloads/iso-639-3_Code_Tables_20260715.zip	154025	ISO 639-3 Code Tables Terms of Use: may be incorporated into products with attribution to iso639-3.sil.org; identifiers not modified or extended; the product must not provide a means to redistribute the code set; 'The ISO 639-3 website is the only authorized distribution site'	https://iso639-3.sil.org/code_tables/download_tables	open	annual code-set changes (this set dated 20260715; files Last-Modified 2026-07-22)		https://iso639-3.sil.org/	HEAD 200 2026-09-25	no	zip holds four tab-delimited UTF-8 tables with header rows: iso-639-3.tab (Id, Part2b, Part2t, Part1, Scope I/M/S, Language_Type A/C/E/H/L/S, Ref_Name, Comment), iso-639-3_Name_Index.tab (Id, Print_Name, Inverted_Name), iso-639-3-macrolanguages.tab (M_Id, I_Id, I_Status A/R), iso-639-3_Retirements.tab (Id, Ref_Name, Ret_Reason C/D/N/S/M, Change_To, Ret_Remedy, Effective). Also available unzipped (iso-639-3.tab 178,280 bytes). Not an open licence: acatalogue may use the codes but must not republish the table; for redistributable copies use IANA (CC0) language subtags or Glottolog's ISO639P3code column. English names only.
glottolog-cldf	Glottolog 5.3 as CLDF (glottolog/glottolog-cldf v5.3)	Glottolog (Max Planck Institute for Evolutionary Anthropology, Leipzig)	Glottolog editors at MPI-EVA Leipzig, Germany (comparative-historical linguistics; only families demonstrated by the comparative method; classification backed by a large bibliography)	acat/language	language-catalogue	249	cldf	https://zenodo.org/records/18840967/files/glottolog/glottolog-cldf-v5.3.zip?download=1	49646070	Creative Commons Attribution 4.0 International (cc-by-4.0)	https://zenodo.org/records/18840967	open	about 1-2 releases a year (5.3 released 2026-03-02; concept DOI 10.5281/zenodo.3260727)	https://zenodo.org/api/records/18840967	https://glottolog.org/	HEAD 200 2026-09-25	yes	GitHub-archive zip (top dir glottolog-glottolog-cldf-db1d557/); data in cldf/: languages.csv (27,177 languoids: ID = Glottocode, Name, Macroarea, Latitude, Longitude, ISO639P3code, Level family/language/dialect, Countries, Family_ID, Language_ID, Closest_ISO369P3code, First/Last_Year_Of_Documentation, Is_Isolate), names.csv (120,216 alternative names: Language_ID, Name, Provider [multitree, lexvo, elcat, aiatsis, wals, ...], lang), values.csv + parameters.csv (level, category, classification = slash path of Glottocodes, subclassification Newick, med, medovertime, aes endangerment, bib), codes.csv, trees.csv, classification.nex, sources.bib.zip (41.5 MB of the 49.6 MB). languages=249 = distinct language tags on names (mostly lexvo); other names are untagged. Glottocodes are the join key to WALS, D-PLACE, Wikidata P1394. md5 a90ec97b56abb432dc02ca7b5a838272 in the checksum record. The bundled cldf/README.md title still says 5.2.1 though it is derived from Glottolog v5.3.
glottolog-languoid-csv	Glottolog 5.3 languoid table (glottolog_languoid.csv.zip)	Glottolog (Max Planck Institute for Evolutionary Anthropology, Leipzig)	Glottolog editors at MPI-EVA Leipzig, Germany (comparative-historical linguistics; bibliography-backed classification)	acat/language	language-catalogue	1	csv	https://cdstar.eva.mpg.de//bitstreams/EAEA0-608B-9919-A962-0/glottolog_languoid.csv.zip	589571	Creative Commons Attribution 4.0 International License ('Glottolog 5.3 ... is licensed under')	https://glottolog.org/meta/downloads	open	per Glottolog release (5.3, files dated 2026-03-02/03)		https://glottolog.org/	HEAD 200 2026-09-25	yes	zip holds languoid.csv (1,960,973 bytes, UTF-8, header; 27,177 rows = 4,853 families, 8,618 languages, 13,706 dialects; 380 bookkeeping) + README.txt (licence and citation). Columns: id (Glottocode), family_id, parent_id (-> hierarchy), name (English), bookkeeping (True = pseudo-family 'Bookkeeping' entries, exclude), level (family/language/dialect), latitude, longitude, iso639P3code, description, markup_description, child_family_count, child_language_count, child_dialect_count, country_ids (ISO 3166-1 alpha-2, space-separated). The leanest way to load the whole tree. Sibling file languages_and_dialects_geo.csv (1,072,964 bytes) has coordinates and macroareas. The URL is version-pinned (5.3); the next release gets a new cdstar bitstream id listed on the downloads page.
